Model      | Query ID   | Doc ID     | Title                                                        | Query                                             
LM         | 2          | 810        | A Probabilistic Search Strategy for MEDLARS                  | How can actually pertinent data, as opposed t...  
LM         | 2          | 1071       | An Integrated Health-Science Core Library for Physicians,    | How can actually pertinent data, as opposed t...  
LM         | 2          | 928        | The Divided Catalog                                          | How can actually pertinent data, as opposed t...  
LM         | 2          | 790        | Computer Indexing of Medical Articles - Project Medico       | How can actually pertinent data, as opposed t...  
LM         | 2          | 1054       | Relevance Predictability in Information Retrieval Systems    | How can actually pertinent data, as opposed t...  
LM         | 2          | 1358       | System Design, Evaluation, and Costing                       | How can actually pertinent data, as opposed t...  
LM         | 2          | 778        | The Bradford Distribution                                    | How can actually pertinent data, as opposed t...  
LM         | 2          | 1096       | Timing Data for Information Processes                        | How can actually pertinent data, as opposed t...  
VSM        | 3          | 469        | The Phenomena of Interest to Information Science             | What is information science?  Give definition...  
VSM        | 3          | 60         | Information Science: What Is It?                             | What is information science?  Give definition...  
VSM        | 3          | 599        | On the Evaluation of Information Science                     | What is information science?  Give definition...  
VSM        | 3          | 1235       | Public Knowledge An Essay Concerning the Social Dimension    | What is information science?  Give definition...  
VSM        | 3          | 1030       | Little Science, Big Science                                  | What is information science?  Give definition...  
VSM        | 3          | 1181       | The Origins of the Information Crisis:  A Contribution to    | What is information science?  Give definition...  
VSM        | 3          | 177        | Automation in Libraries                                      | What is information science?  Give definition...  
VSM        | 3          | 85         | Information Science: Toward the Development of a True Scie   | What is information science?  Give definition...  
VSM        | 3          | 1142       | Science on science - Introduction to a general science of    | What is information science?  Give definition...  
VSM        | 3          | 640        | The Scientific Premises of Information Science               | What is information science?  Give definition...  
LM         | 3          | 469        | The Phenomena of Interest to Information Science             | What is information science?  Give definition...  
LM         | 3          | 570        | Deriving Term Relations for a Corpus by Graph Theoretical    | What is information science?  Give definition...  
LM         | 3          | 1235       | Public Knowledge An Essay Concerning the Social Dimension    | What is information science?  Give definition...  
LM         | 3          | 1077       | Comments about Terminology in Documentation. II:  communic   | What is information science?  Give definition...  
LM         | 3          | 803        | Progress in Documentation                                    | What is information science?  Give definition...  
LM         | 3          | 17         | Adventures in Librarianship                                  | What is information science?  Give definition...  
LM         | 3          | 177        | Automation in Libraries                                      | What is information science?  Give definition...  
LM         | 3          | 158        | Standard Costing for Information Systems: Background to a    | What is information science?  Give definition...  
LM         | 3          | 160        | Analysis and Organization of Knowledge for Retrieval         | What is information science?  Give definition...  
LM         | 3          | 1314       | Popper's Mystification of Objective Knowledge                | What is information science?  Give definition...  
VSM        | 4          | 790        | Computer Indexing of Medical Articles - Project Medico       | Image recognition and any other methods of au...  
VSM        | 4          | 1280       | Searching Natural Language Text by computer                  | Image recognition and any other methods of au...  
VSM        | 4          | 179        | Automatic information, organization and retrieval            | Image recognition and any other methods of au...  
VSM        | 4          | 565        | Computer Evaluation of Indexing and Text Processing          | Image recognition and any other methods of au...  
VSM        | 4          | 175        | Automatic Information, Organization and Retrieval            | Image recognition and any other methods of au...  
VSM        | 4          | 746        | Subject Indexes and Automatic Document Retrieval             | Image recognition and any other methods of au...  
VSM        | 4          | 320        | The Teachable Language Comprehender: A Simulation Program    | Image recognition and any other methods of au...  
VSM        | 4          | 601        | Some Implications of Automatic Recognition of Bibliographi   | Image recognition and any other methods of au...  
VSM        | 4          | 1224       | On one model of semantic information theory                  | Image recognition and any other methods of au...  
VSM        | 4          | 252        | Chemical and Engineering News                                | Image recognition and any other methods of au...  
LM         | 4          | 746        | Subject Indexes and Automatic Document Retrieval             | Image recognition and any other methods of au...  
LM         | 4          | 1314       | Popper's Mystification of Objective Knowledge                | Image recognition and any other methods of au...  
LM         | 4          | 80         | A Graphic Catalog Card Index                                 | Image recognition and any other methods of au...  
LM         | 4          | 927        | Personal Relations Between Librarians and Readers            | Image recognition and any other methods of au...  
LM         | 4          | 1213       | Plans and Structure of Behavior                              | Image recognition and any other methods of au...  
LM         | 4          | 880        | BIBCON - A General Purpose Software System for MARC-Based    | Image recognition and any other methods of au...  
LM         | 4          | 1396       | Survey of Commercially Available Computer-Readable Bibliog   | Image recognition and any other methods of au...  
LM         | 4          | 160        | Analysis and Organization of Knowledge for Retrieval         | Image recognition and any other methods of au...  
LM         | 4          | 320        | The Teachable Language Comprehender: A Simulation Program    | Image recognition and any other methods of au...  
LM         | 4          | 1322       | Selecting Materials                                          | Image recognition and any other methods of au...  
VSM        | 5          | 1105       | Information Services for Supervisory Staff, Forms and Meth   | What special training will ordinary researche...  
VSM        | 5          | 60         | Information Science: What Is It?                             | What special training will ordinary researche...  
VSM        | 5          | 1166       | New Tasks of Information Services and Specialists Training   | What special training will ordinary researche...  
VSM        | 5          | 535        | Information Systems, Services, and Centers                   | What special training will ordinary researche...  
VSM        | 5          | 648        | User Training for On-Line Information Retrieval Systems      | What special training will ordinary researche...  
VSM        | 5          | 122        | Information Networks                                         | What special training will ordinary researche...  
VSM        | 5          | 24         | Libraries and Technological Forces Affecting Them            | What special training will ordinary researche...  
VSM        | 5          | 862        | An Algorithm for Variable-Length Proper-Name Compression     | What special training will ordinary researche...  
VSM        | 5          | 459        | Information Retrieval On-Line                                | What special training will ordinary researche...  
VSM        | 5          | 1038       | Management Misinformation Systems                            | What special training will ordinary researche...  
LM         | 5          | 122        | Information Networks                                         | What special training will ordinary researche...  
LM         | 5          | 1357       | Freud, Frug, and Feedback                                    | What special training will ordinary researche...  
LM         | 5          | 926        | The Lending of Books to One Another by Libraries             | What special training will ordinary researche...  
LM         | 5          | 862        | An Algorithm for Variable-Length Proper-Name Compression     | What special training will ordinary researche...  
LM         | 5          | 1105       | Information Services for Supervisory Staff, Forms and Meth   | What special training will ordinary researche...  
LM         | 5          | 332        | On-line Text Editing: A Survey                               | What special training will ordinary researche...  
LM         | 5          | 449        | Situational Relevance                                        | What special training will ordinary researche...  
LM         | 5          | 656        | Measures of the Usefulness of Written Technical Informatio   | What special training will ordinary researche...  
LM         | 5          | 1030       | Little Science, Big Science                                  | What special training will ordinary researche...  
LM         | 5          | 483        | Performance of Automatic Information Systems                 | What special training will ordinary researche...  
VSM        | 6          | 1077       | Comments about Terminology in Documentation. II:  communic   | What possibilities are there for verbal commu...  
VSM        | 6          | 398        | Informal Channels of Communication In the Behavioral Scien   | What possibilities are there for verbal commu...  
VSM        | 6          | 312        | Communication of Innovations:  A Cross-Cultural Approach     | What possibilities are there for verbal commu...  
VSM        | 6          | 386        | Informal Communication in Science: Its Advantages and its    | What possibilities are there for verbal commu...  
VSM        | 6          | 1341       | Communication Nets in Science: Status and Citation Pattern   | What possibilities are there for verbal commu...  
VSM        | 6          | 95         | Scientific Communication:  Five Themes from Social Science   | What possibilities are there for verbal commu...  
VSM        | 6          | 652        | RELEVANCE: A Review of and a Framework for the Thinking on   | What possibilities are there for verbal commu...  
VSM        | 6          | 1263       | Why Don't They Ask Questions?                                | What possibilities are there for verbal commu...  
VSM        | 6          | 1357       | Freud, Frug, and Feedback                                    | What possibilities are there for verbal commu...  
VSM        | 6          | 1045       | The Mathematical Theory of Communication                     | What possibilities are there for verbal commu...  
LM         | 6          | 664        | Semantic Road Maps for Literature Searchers                  | What possibilities are there for verbal commu...  
LM         | 6          | 43         | The Consistency of Human Judgments of Relevance              | What possibilities are there for verbal commu...  
LM         | 6          | 1263       | Why Don't They Ask Questions?                                | What possibilities are there for verbal commu...  
LM         | 6          | 542        | (Towards a Theory of the Concept)                            | What possibilities are there for verbal commu...  
LM         | 6          | 398        | Informal Channels of Communication In the Behavioral Scien   | What possibilities are there for verbal commu...  
LM         | 6          | 500        | Cost-Effectiveness as a Guide in Developing Indexing Rules   | What possibilities are there for verbal commu...  
LM         | 6          | 433        | Improving Access to Library Resources                        | What possibilities are there for verbal commu...  
LM         | 6          | 1259       | Categories and Relators:  A New Scheme                       | What possibilities are there for verbal commu...  
LM         | 6          | 1230       | Book Selection from MARC Tapes: a Feasibility Study          | What possibilities are there for verbal commu...  
LM         | 6          | 400        | Future Developments in Telecommunications                    | What possibilities are there for verbal commu...  
VSM        | 7          | 374        | Electronic Data Processing in the University Library         | Describe presently working and planned system...  
VSM        | 7          | 873        | Content Designators for Machine-Readable Records: A Workin   | Describe presently working and planned system...  
VSM        | 7          | 135        | Design of Information Systems and Services                   | Describe presently working and planned system...  
VSM        | 7          | 59         | Opinion Paper                                                | Describe presently working and planned system...  
VSM        | 7          | 1285       | Networks of Scientific Papers                                | Describe presently working and planned system...  
VSM        | 7          | 1136       | Data Retrieval Systems:  Specifics and Problems              | Describe presently working and planned system...  
VSM        | 7          | 565        | Computer Evaluation of Indexing and Text Processing          | Describe presently working and planned system...  
VSM        | 7          | 39         | Bibliographic Coupling Between Scientific Papers             | Describe presently working and planned system...  
VSM        | 7          | 461        | Information Retrieval and Processing                         | Describe presently working and planned system...  
VSM        | 7          | 484        | Negotiation of Inquiries in an On-Line Retrieval System      | Describe presently working and planned system...  
LM         | 7          | 873        | Content Designators for Machine-Readable Records: A Workin   | Describe presently working and planned system...  
LM         | 7          | 1428       | Understanding Scientific Literatures: A Bibliographic Appr   | Describe presently working and planned system...  
LM         | 7          | 1060       | Microforms in Libraries                                      | Describe presently working and planned system...  
LM         | 7          | 507        | A Multidisciplinary and Computerized SDI Service for Indus   | Describe presently working and planned system...  
LM         | 7          | 250        | Centralized Processing for Academic Libraries; final repor   | Describe presently working and planned system...  
LM         | 7          | 484        | Negotiation of Inquiries in an On-Line Retrieval System      | Describe presently working and planned system...  
LM         | 7          | 1359       | Time and Motion Study of Library Operations                  | Describe presently working and planned system...  
LM         | 7          | 278        | Random Sampling: a Tool for Library Research                 | Describe presently working and planned system...  
LM         | 7          | 406        | Guidelines for Library Automation; a Handbook for Federal    | Describe presently working and planned system...  
LM         | 7          | 59         | Opinion Paper                                                | Describe presently working and planned system...  
VSM        | 8          | 539        | Information Retrieval Languages                              | Describe information retrieval and indexing i...  
VSM        | 8          | 434        | Indexing Languages and Thesauri: Construction and Maintena   | Describe information retrieval and indexing i...  
VSM        | 8          | 60         | Information Science: What Is It?                             | Describe information retrieval and indexing i...  
VSM        | 8          | 565        | Computer Evaluation of Indexing and Text Processing          | Describe information retrieval and indexing i...  
VSM        | 8          | 1010       | The Science Citation Index: A New Concept in Indexing        | Describe information retrieval and indexing i...  
VSM        | 8          | 456        | Information and Its User                                     | Describe information retrieval and indexing i...  
VSM        | 8          | 590        | Toward a Theory of Indexing--II                              | Describe information retrieval and indexing i...  
VSM        | 8          | 396        | Formal Languages                                             | Describe information retrieval and indexing i...  
VSM        | 8          | 390        | Factors Determining the Performance of Indexing Systems      | Describe information retrieval and indexing i...  
VSM        | 8          | 817        | The Aberrystwyth Index Languages Test                        | Describe information retrieval and indexing i...  
LM         | 8          | 52         | Comparative Indexing: Terms Supplied by Biomedical  Author   | Describe information retrieval and indexing i...  
LM         | 8          | 640        | The Scientific Premises of Information Science               | Describe information retrieval and indexing i...  
LM         | 8          | 456        | Information and Its User                                     | Describe information retrieval and indexing i...  
LM         | 8          | 600        | Compound Words: A Problem in Post-Coordinate Retrieval Sys   | Describe information retrieval and indexing i...  
LM         | 8          | 120        | Design and Evaluation of Information Systems                 | Describe information retrieval and indexing i...  
LM         | 8          | 434        | Indexing Languages and Thesauri: Construction and Maintena   | Describe information retrieval and indexing i...  
LM         | 8          | 902        | Language and Mind                                            | Describe information retrieval and indexing i...  
LM         | 8          | 1392       | Subject Analysis: Computer Implications of Rigorous Defina   | Describe information retrieval and indexing i...  
LM         | 8          | 539        | Information Retrieval Languages                              | Describe information retrieval and indexing i...  
LM         | 8          | 628        | The Environment of Classification: The Concept of Mutual E   | Describe information retrieval and indexing i...  
VSM        | 9          | 1120       | A Grammatical Elements in a Descriptor Language for an  In   | What possibilities are there for automatic gr...  
VSM        | 9          | 565        | Computer Evaluation of Indexing and Text Processing          | What possibilities are there for automatic gr...  
VSM        | 9          | 571        | Automatic Abstracting and Indexing.. II. Production of Ind   | What possibilities are there for automatic gr...  
VSM        | 9          | 175        | Automatic Information, Organization and Retrieval            | What possibilities are there for automatic gr...  
VSM        | 9          | 315        | Automatic Abstracting and Indexing - Survey and Recommenda   | What possibilities are there for automatic gr...  
VSM        | 9          | 1136       | Data Retrieval Systems:  Specifics and Problems              | What possibilities are there for automatic gr...  
VSM        | 9          | 1294       | Automatic Text Analysis                                      | What possibilities are there for automatic gr...  
VSM        | 9          | 179        | Automatic information, organization and retrieval            | What possibilities are there for automatic gr...  
VSM        | 9          | 135        | Design of Information Systems and Services                   | What possibilities are there for automatic gr...  
VSM        | 9          | 1144       | Automatic Indexing                                           | What possibilities are there for automatic gr...  
LM         | 9          | 571        | Automatic Abstracting and Indexing.. II. Production of Ind   | What possibilities are there for automatic gr...  
LM         | 9          | 1120       | A Grammatical Elements in a Descriptor Language for an  In   | What possibilities are there for automatic gr...  
LM         | 9          | 212        | Thesaural Problems in an On-Line System                      | What possibilities are there for automatic gr...  
LM         | 9          | 517        | Machine_Aided Indexing of Technical Literature               | What possibilities are there for automatic gr...  
LM         | 9          | 682        | Substructure Search in the MCC System                        | What possibilities are there for automatic gr...  
LM         | 9          | 1144       | Automatic Indexing                                           | What possibilities are there for automatic gr...  
LM         | 9          | 490        | Computer Use in Information and Data Handling:    an Appra   | What possibilities are there for automatic gr...  
LM         | 9          | 312        | Communication of Innovations:  A Cross-Cultural Approach     | What possibilities are there for automatic gr...  
LM         | 9          | 385        | Evaluative Research Principles and Practice in Public Serv   | What possibilities are there for automatic gr...  
LM         | 9          | 455        | Fuzzy Sets                                                   | What possibilities are there for automatic gr...  
VSM        | 10         | 1385       | Structural Models:  an introduction to the theory of direc   | The use of abstract mathematics in informatio...  
VSM        | 10         | 1411       | Probability Theory                                           | The use of abstract mathematics in informatio...  
VSM        | 10         | 536        | Information Theory and Reliable Communication                | The use of abstract mathematics in informatio...  
VSM        | 10         | 462        | Information Retrieval                                        | The use of abstract mathematics in informatio...  
VSM        | 10         | 590        | Toward a Theory of Indexing--II                              | The use of abstract mathematics in informatio...  
VSM        | 10         | 1108       | Information Value of VINITI-published abstract journals in   | The use of abstract mathematics in informatio...  
VSM        | 10         | 175        | Automatic Information, Organization and Retrieval            | The use of abstract mathematics in informatio...  
VSM        | 10         | 657        | Standards For Writing Abstracts                              | The use of abstract mathematics in informatio...  
VSM        | 10         | 895        | Design Equations for Retrieval System Based on the Swets M   | The use of abstract mathematics in informatio...  
VSM        | 10         | 826        | User Evaluation of Information Retrieval Systems             | The use of abstract mathematics in informatio...  
LM         | 10         | 1385       | Structural Models:  an introduction to the theory of direc   | The use of abstract mathematics in informatio...  
LM         | 10         | 1054       | Relevance Predictability in Information Retrieval Systems    | The use of abstract mathematics in informatio...  
LM         | 10         | 826        | User Evaluation of Information Retrieval Systems             | The use of abstract mathematics in informatio...  
LM         | 10         | 1411       | Probability Theory                                           | The use of abstract mathematics in informatio...  
LM         | 10         | 581        | Structure and Effectiveness of The Citation Identifier, an   | The use of abstract mathematics in informatio...  
LM         | 10         | 25         | Algebraic Systems                                            | The use of abstract mathematics in informatio...  
LM         | 10         | 462        | Information Retrieval                                        | The use of abstract mathematics in informatio...  
LM         | 10         | 229        | A Mathematical Theory of Communication                       | The use of abstract mathematics in informatio...  
LM         | 10         | 1261       | The Ring Index                                               | The use of abstract mathematics in informatio...  
LM         | 10         | 552        | Interlibrary Requests                                        | The use of abstract mathematics in informatio...  
VSM        | 11         | 646        | Performing Evaluation Studies in Information Science         | What is the need for information consolidatio...  
VSM        | 11         | 565        | Computer Evaluation of Indexing and Text Processing          | What is the need for information consolidatio...  
VSM        | 11         | 29         | Some Questions Concerning "Information Need"                 | What is the need for information consolidatio...  
VSM        | 11         | 1089       | Scientific Information by Computer                           | What is the need for information consolidatio...  
VSM        | 11         | 128        | Design and Evaluation of Information Systems                 | What is the need for information consolidatio...  
VSM        | 11         | 1017       | Evaluation of Adult Reference Service                        | What is the need for information consolidatio...  
VSM        | 11         | 1287       | Citation Indexing and Evaluation of Scientific Papers        | What is the need for information consolidatio...  
VSM        | 11         | 474        | A Methodology for Test and Evaluation of Information Retri   | What is the need for information consolidatio...  
VSM        | 11         | 899        | Technical Scientific Information and the Efficient Applica   | What is the need for information consolidatio...  
VSM        | 11         | 60         | Information Science: What Is It?                             | What is the need for information consolidatio...  
LM         | 11         | 128        | Design and Evaluation of Information Systems                 | What is the need for information consolidatio...  
LM         | 11         | 646        | Performing Evaluation Studies in Information Science         | What is the need for information consolidatio...  
LM         | 11         | 1358       | System Design, Evaluation, and Costing                       | What is the need for information consolidatio...  
LM         | 11         | 1017       | Evaluation of Adult Reference Service                        | What is the need for information consolidatio...  
LM         | 11         | 166        | The Future of Scientific and Technological Publications      | What is the need for information consolidatio...  
LM         | 11         | 29         | Some Questions Concerning "Information Need"                 | What is the need for information consolidatio...  
LM         | 11         | 383        | Evaluation of Micropublishing                                | What is the need for information consolidatio...  
LM         | 11         | 134        | Evaluation of Information Systems and Services               | What is the need for information consolidatio...  
LM         | 11         | 575        | A Decision Theory View of the Information Retrieval Situat   | What is the need for information consolidatio...  
LM         | 11         | 24         | Libraries and Technological Forces Affecting Them            | What is the need for information consolidatio...  
VSM        | 12         | 1167       | Prospects for Primary and Secondary Scientific Publication   | Give methods for high speed publication, prin...  
VSM        | 12         | 748        | The Derivation and Application of the Bradford-Zipf Distri   | Give methods for high speed publication, prin...  
VSM        | 12         | 1123       | Rank Distribution in Scientific Information Sets             | Give methods for high speed publication, prin...  
VSM        | 12         | 1209       | Is Journal Publication Obsolescent?                          | Give methods for high speed publication, prin...  
VSM        | 12         | 1173       | A Probability Distribution in Information Flow Systems       | Give methods for high speed publication, prin...  
VSM        | 12         | 110        | The Gatekeepers of Science:  Some Factors Affecting the Se   | Give methods for high speed publication, prin...  
VSM        | 12         | 1190       | Basis of informatics                                         | Give methods for high speed publication, prin...  
VSM        | 12         | 57         | Distribution of Indexing Terms for Maximum Efficiency   of   | Give methods for high speed publication, prin...  
VSM        | 12         | 686        | New Developments in Primary Journal Publication              | Give methods for high speed publication, prin...  
VSM        | 12         | 1108       | Information Value of VINITI-published abstract journals in   | Give methods for high speed publication, prin...  
LM         | 12         | 512        | Experiences of IIT Research Institute in Operating a Compu   | Give methods for high speed publication, prin...  
LM         | 12         | 89         | Professional Standing and the Reception of Scientific Disc   | Give methods for high speed publication, prin...  
LM         | 12         | 548        | The Computer/Library Interface: the Last Five Years          | Give methods for high speed publication, prin...  
LM         | 12         | 725        | An Inquiry on New Forms of Primary Publications              | Give methods for high speed publication, prin...  
LM         | 12         | 463        | Information Retrieval; British and American, 1876-1976       | Give methods for high speed publication, prin...  
LM         | 12         | 1438       | An Unhurried View of Copyright                               | Give methods for high speed publication, prin...  
LM         | 12         | 848        | A Book Catalog at Stanford                                   | Give methods for high speed publication, prin...  
LM         | 12         | 1108       | Information Value of VINITI-published abstract journals in   | Give methods for high speed publication, prin...  
LM         | 12         | 507        | A Multidisciplinary and Computerized SDI Service for Indus   | Give methods for high speed publication, prin...  
LM         | 12         | 967        | On Improving Communication among Scientists                  | Give methods for high speed publication, prin...  
VSM        | 13         | 565        | Computer Evaluation of Indexing and Text Processing          | What criteria have been developed for the obj...  
VSM        | 13         | 611        | What Information Dissemination Studies Imply Concerning th   | What criteria have been developed for the obj...  
VSM        | 13         | 866        | A MARC II - Based Program for Retrieval and Dissemination    | What criteria have been developed for the obj...  
VSM        | 13         | 646        | Performing Evaluation Studies in Information Science         | What criteria have been developed for the obj...  
VSM        | 13         | 459        | Information Retrieval On-Line                                | What criteria have been developed for the obj...  
VSM        | 13         | 827        | The Evaluation of Information Retrieval Systems              | What criteria have been developed for the obj...  
VSM        | 13         | 59         | Opinion Paper                                                | What criteria have been developed for the obj...  
VSM        | 13         | 1314       | Popper's Mystification of Objective Knowledge                | What criteria have been developed for the obj...  
VSM        | 13         | 1101       | The Psychologic Criteria of Information Selection            | What criteria have been developed for the obj...  
VSM        | 13         | 538        | Information Retrieval Systems                                | What criteria have been developed for the obj...  
LM         | 13         | 1314       | Popper's Mystification of Objective Knowledge                | What criteria have been developed for the obj...  
LM         | 13         | 611        | What Information Dissemination Studies Imply Concerning th   | What criteria have been developed for the obj...  
LM         | 13         | 658        | Criteria Used by Research and Development Engineers in the   | What criteria have been developed for the obj...  
LM         | 13         | 646        | Performing Evaluation Studies in Information Science         | What criteria have been developed for the obj...  
LM         | 13         | 866        | A MARC II - Based Program for Retrieval and Dissemination    | What criteria have been developed for the obj...  
LM         | 13         | 1098       | Concerning the Criterion for Evaluation of Current Seconda   | What criteria have been developed for the obj...  
LM         | 13         | 194        | The Evaluation of Published Indexes and Abstract Journals:   | What criteria have been developed for the obj...  
LM         | 13         | 692        | Design and Operation of a Computer Search Center for Chemi   | What criteria have been developed for the obj...  
LM         | 13         | 983        | Criteria for Weeding of Collections                          | What criteria have been developed for the obj...  
LM         | 13         | 128        | Design and Evaluation of Information Systems                 | What criteria have been developed for the obj...  
VSM        | 14         | 891        | The Status and Needs of Medical School Libraries in the Un   | What future is there for automatic medical di...  
VSM        | 14         | 315        | Automatic Abstracting and Indexing - Survey and Recommenda   | What future is there for automatic medical di...  
VSM        | 14         | 1294       | Automatic Text Analysis                                      | What future is there for automatic medical di...  
VSM        | 14         | 220        | The Medical Library Assistance Act:  An Analysis of the NL   | What future is there for automatic medical di...  
VSM        | 14         | 181        | Medical School Library Statistics                            | What future is there for automatic medical di...  
VSM        | 14         | 72         | A Comparison Between Manual and Automatic Indexing Methods   | What future is there for automatic medical di...  
VSM        | 14         | 24         | Libraries and Technological Forces Affecting Them            | What future is there for automatic medical di...  
VSM        | 14         | 193        | Use of Medical and Biological Journals in the Yale Medical   | What future is there for automatic medical di...  
VSM        | 14         | 204        | Analysis of Recorded Biomedical Book and Journal Use in th   | What future is there for automatic medical di...  
VSM        | 14         | 1144       | Automatic Indexing                                           | What future is there for automatic medical di...  
LM         | 14         | 24         | Libraries and Technological Forces Affecting Them            | What future is there for automatic medical di...  
LM         | 14         | 181        | Medical School Library Statistics                            | What future is there for automatic medical di...  
LM         | 14         | 220        | The Medical Library Assistance Act:  An Analysis of the NL   | What future is there for automatic medical di...  
LM         | 14         | 1144       | Automatic Indexing                                           | What future is there for automatic medical di...  
LM         | 14         | 891        | The Status and Needs of Medical School Libraries in the Un   | What future is there for automatic medical di...  
LM         | 14         | 401        | Future Shock                                                 | What future is there for automatic medical di...  
LM         | 14         | 315        | Automatic Abstracting and Indexing - Survey and Recommenda   | What future is there for automatic medical di...  
LM         | 14         | 661        | Is Automatic Classification a Reasonable Application of St   | What future is there for automatic medical di...  
LM         | 14         | 1147       | A Core Medical Library for Practitioners in Community Hosp   | What future is there for automatic medical di...  
LM         | 14         | 216        | Coordination of Regional Libraries with Regional Medical P   | What future is there for automatic medical di...  
VSM        | 15         | 591        | The Cost-Effectiveness Analysis of Information Retrieval a   | How much do information retrieval and dissemi...  
VSM        | 15         | 615        | A Cost Model for Evaluating Information Retrieval Systems    | How much do information retrieval and dissemi...  
VSM        | 15         | 656        | Measures of the Usefulness of Written Technical Informatio   | How much do information retrieval and dissemi...  
VSM        | 15         | 177        | Automation in Libraries                                      | How much do information retrieval and dissemi...  
VSM        | 15         | 1298       | Selective Dissemination and Indexing of Scientific Informa   | How much do information retrieval and dissemi...  
VSM        | 15         | 860        | Standardized Costs for Automated Library Systems             | How much do information retrieval and dissemi...  
VSM        | 15         | 255        | What do Chemists Read?                                       | How much do information retrieval and dissemi...  
VSM        | 15         | 979        | Automated Acquisitions Procedures at the University of Mic   | How much do information retrieval and dissemi...  
VSM        | 15         | 180        | Automated Information-Retrieval Systems (IRS)                | How much do information retrieval and dissemi...  
VSM        | 15         | 336        | Conceptual Design of an Automated National Library System    | How much do information retrieval and dissemi...  
LM         | 15         | 656        | Measures of the Usefulness of Written Technical Informatio   | How much do information retrieval and dissemi...  
